id_mere,diet,density,Id_adulte,sex,forceps_L,pronotum
273G1,POOR,8,EDRRN,male,3.767,1.365
273G1,POOR,8,RZZHM,femelle,3.274,1.661
273G1,POOR,8,UHKRQ,femelle,3.297,1.609
273G1,POOR,8,YJKEO,male,4.588,1.567
273G1,POOR,8,HJGHE,male,4.482,1.646
273G1,POOR,8,SRLDU,femelle,3.576,1.497
273G1,POOR,8,QEXSZ,femelle,3.588,1.82
273G1,POOR,8,JWRFA,femelle,3.347,1.458
273G1,GOOD,1,KGMOU,male,4.071,1.629
273G1,GOOD,1,DCHDE,male,3.83,1.881
273G1,GOOD,4,VFEQY,femelle,3.814,1.78
273G1,GOOD,4,AZYLS,femelle,3.715,1.612
273G1,GOOD,4,UKSWD,femelle,3.742,1.654
273G1,GOOD,4,EDUSO,male,4.1,1.671
273G1,GOOD,4,,,,
273G1,GOOD,8,VCVTO,femelle,3.506,1.703
273G1,GOOD,8,ZKJEB,femelle,3.984,1.727
273G1,GOOD,8,LKLSJ,femelle,3.429,1.638
273G1,GOOD,8,GRAPD,femelle,3.776,1.555
273G1,GOOD,8,FNPBL,femelle,3.682,1.738
273G1,GOOD,8,MQVZV,femelle,3.682,1.766
273G1,GOOD,8,XRJEK,femelle,3.934,1.825
273G1,GOOD,8,ROKCD,femelle,3.561,1.821
A7T6M,POOR,1,ISWGP,femelle,3.372,1.582
A7T6M,POOR,4,HMRVB,femelle,3.383,1.779
A7T6M,POOR,8,QJNTH,femelle,3.369,1.584
A7T6M,POOR,8,KQGDQ,male,3.543,1.617
A7T6M,POOR,8,HAQAF,femelle,3.595,1.599
A7T6M,POOR,8,YCBOD,femelle,3.221,1.47
A7T6M,POOR,8,ESMZH,femelle,3.042,1.555
A7T6M,GOOD,4,GVUMJ,femelle,3.757,1.963
A7T6M,GOOD,4,PETWA,femelle,3.74,1.779
A7T6M,GOOD,4,PLNVD,male,5.507,1.945
A7T6M,GOOD,4,NENVK,male,4.005,1.781
A7T6M,GOOD,4,ITRCC,femelle,3.587,1.808
A7T6M,GOOD,4,BUQRP,femelle,3.601,1.694
A7T6M,GOOD,4,JPHPM,male,6.419,1.609
A7T6M,GOOD,4,DJFQO,femelle,3.599,1.697
A7T6M,GOOD,4,OUBXJ,femelle,3.461,1.567
C7HLA,POOR,1,HAWYF,male,4.134,1.617
C7HLA,POOR,1,UQTSC,male,3.854,1.529
C7HLA,POOR,1,,,,
C7HLA,POOR,4,VMCCC,femelle,3.207,1.791
C7HLA,POOR,4,ADCYG,femelle,3.205,1.542
C7HLA,POOR,8,YGXOV,femelle,3.313,1.733
C7HLA,POOR,8,SWDQZ,male,4.309,1.74
C7HLA,POOR,8,YEKIP,femelle,3.427,1.77
C7HLA,POOR,8,YHIRP,male,4.241,1.577
C7HLA,POOR,8,UZPCF,male,3.614,1.61
C7HLA,GOOD,1,SZJLS,male,4.08,1.7
C7HLA,GOOD,1,WOSAA,femelle,3.571,1.871
C7HLA,GOOD,4,UAJJG,male,5.344,1.895
C7HLA,GOOD,4,TCQJC,male,4.33,1.914
C7HLA,GOOD,4,AJPRI,male,4.294,1.676
C7HLA,GOOD,8,XDIHQ,femelle,3.681,1.82
C7HLA,GOOD,8,GCYEQ,femelle,3.512,1.735
C7HLA,GOOD,8,TCKDK,femelle,3.57,1.948
C7HLA,GOOD,8,FATOG,femelle,3.64,1.814
C7HLA,GOOD,8,SAPMD,male,4.41,1.607
C7HLA,GOOD,8,PTZHP,male,4.421,1.88
C7HLA,GOOD,8,OKLXF,male,5.418,1.926
C7HLA,GOOD,8,FWVYM,male,4.1,1.888
2X5ML,POOR,1,SPBKV,male,3.648,1.794
2X5ML,POOR,1,FCAVM,femelle,3.131,1.425
2X5ML,POOR,1,,,,
2X5ML,POOR,4,CAJEF,femelle,3.486,1.71
2X5ML,POOR,4,FOEVV,male,3.858,1.664
2X5ML,POOR,4,DUFVE,femelle,3.449,1.7
2X5ML,POOR,8,FAGBY,femelle,3.316,1.646
2X5ML,POOR,8,DEFPX,femelle,3.124,1.473
2X5ML,POOR,8,CWNVO,male,3.769,1.592
2X5ML,POOR,8,GGWIR,femelle,3.258,1.74
2X5ML,POOR,8,GLGZZ,male,3.837,1.561
2X5ML,POOR,8,PXNER,femelle,3.005,1.656
2X5ML,POOR,8,XVWYB,femelle,3.263,1.56
2X5ML,POOR,8,VWBMH,male,3.941,1.619
2X5ML,GOOD,4,KAEIE,male,4.452,1.755
2X5ML,GOOD,4,GVANE,femelle,3.515,1.728
2X5ML,GOOD,1,VNYXA,male,4.124,1.935
2X5ML,GOOD,4,LCGLR,male,4.041,2.019
2X5ML,GOOD,4,OISAW,male,5.699,1.901
2X5ML,GOOD,4,XXLLU,male,6.444,1.923
2X5ML,GOOD,4,QQPXU,male,3.809,1.817
2X5ML,GOOD,4,SUKSA,male,5.426,1.752
2X5ML,GOOD,4,RDXXX,male,4.048,1.866
2X5ML,GOOD,4,RMPRS,femelle,3.049,1.914
2X5ML,GOOD,1,AHNWT,male,4.061,1.782
2X5ML,GOOD,8,ECJWM,femelle,3.617,1.881
2X5ML,GOOD,8,NHHED,femelle,3.602,1.799
2X5ML,GOOD,8,TBPXU,femelle,3.642,1.914
2X5ML,GOOD,8,XCCRR,male,4.41,1.892
2X5ML,GOOD,8,EEUTT,male,6.526,1.877
2X5ML,GOOD,8,NJIYB,femelle,3.944,2.03
2X5ML,GOOD,8,TYXLL,male,6.21,2.048
2X5ML,GOOD,8,RVING,male,5.077,1.88
2X5ML,GOOD,8,WVSJM,femelle,3.732,2.02
2X5ML,GOOD,8,BDCCB,femelle,3.52,1.673
2X5ML,GOOD,8,GCJWA,femelle,3.555,1.82
2X5ML,GOOD,8,PCDBY,male,5.791,1.77
2X5ML,GOOD,8,LNISO,male,4.714,1.771
2X5ML,GOOD,8,FOXRT,male,3.759,1.81
1KX8R,POOR,1,RZNYL,femelle,3.51,1.704
1KX8R,POOR,1,FZXDF,femelle,3.185,1.692
1KX8R,POOR,4,MPIOY,femelle,3.513,1.493
1KX8R,POOR,4,DQVRN,femelle,2.62,1.788
1KX8R,POOR,4,ZOSJR,femelle,3.634,1.88
1KX8R,POOR,4,TNOKI,femelle,3.231,1.867
1KX8R,POOR,4,YXPVJ,femelle,3.172,1.746
1KX8R,POOR,4,QKZQJ,male,3.84,1.696
1KX8R,POOR,4,ZJSSP,male,4.811,1.787
1KX8R,POOR,8,WIOQM,femelle,3.483,1.799
1KX8R,POOR,8,TQTGC,femelle,3.566,1.828
1KX8R,POOR,8,RXZSB,femelle,3.39,1.674
1KX8R,POOR,8,UWHCB,femelle,3.247,1.735
1KX8R,POOR,8,UHJSL,femelle,3.167,1.724
1KX8R,POOR,8,NNACE,male,3.63,1.561
1KX8R,POOR,8,UVMBV,male,3.658,1.712
1KX8R,POOR,8,PZPDL,femelle,3.588,1.737
1KX8R,GOOD,1,MSOIM,male,7.452,1.954
1KX8R,GOOD,1,MIQIW,male,4.431,1.73
1KX8R,GOOD,4,CZVNF,femelle,3.855,1.826
1KX8R,GOOD,4,KIGGW,femelle,3.623,1.692
1KX8R,GOOD,4,RKRQT,male,5.416,1.896
1KX8R,GOOD,4,JUHIU,male,4.938,1.746
1KX8R,GOOD,4,VWKTV,femelle,3.525,1.866
1KX8R,GOOD,4,ZNVEC,femelle,3.414,1.919
1KX8R,GOOD,4,QYOZV,femelle,3.566,1.72
1KX8R,GOOD,4,DXXLC,male,5.606,1.746
1KX8R,GOOD,4,WWADX,male,4.235,1.764
1KX8R,GOOD,4,BALIR,femelle,3.83,1.805
1KX8R,GOOD,8,ZJZKL,femelle,3.468,1.676
1KX8R,GOOD,8,AEIRN,femelle,3.588,1.71
1KX8R,GOOD,8,QRPJT,male,4.253,1.771
1KX8R,GOOD,8,XQZBL,male,7.337,1.824
1KX8R,GOOD,8,ZWCHZ,male,6.528,1.963
1KX8R,GOOD,8,CVYEQ,male,5.616,1.627
1KX8R,GOOD,8,CMUNR,male,5.36,1.664
1KX8R,GOOD,8,ONVZA,male,5.484,1.664
LSG0V,POOR,1,,,,
LSG0V,POOR,8,EFPMR,male,3.897,1.57
LSG0V,POOR,8,PBKZM,male,3.691,1.468
LSG0V,POOR,8,XUODT,femelle,3.237,1.616
LSG0V,GOOD,1,VEIJT,male,3.42,1.723
LZBDO,GOOD,8,SEZQX,femelle,3.635,1.867
LZBDO,GOOD,8,CQRRA,male,4.036,1.778
LZBDO,GOOD,8,EXMWE,male,3.875,1.618
LZBDO,GOOD,8,SOJCT,male,4.19,1.654
LZBDO,GOOD,8,JSLLN,male,5.475,1.61
LZBDO,GOOD,8,VBAAE,male,3.559,1.44
LZBDO,POOR,1,CKJIJ,male,3.876,1.434
LZBDO,POOR,1,,,,
LZBDO,POOR,1,,,,
LZBDO,POOR,4,IKQQQ,male,4.61,1.73
LZBDO,POOR,4,IQKYZ,male,4.298,1.703
LZBDO,POOR,4,XTVIH,femelle,3.473,1.761
LZBDO,POOR,4,KDZHS,femelle,3.043,1.749
LZBDO,POOR,4,OOTXS,femelle,3.322,1.643
LZBDO,POOR,4,FUANX,femelle,3.596,1.767
LZBDO,POOR,4,TIHZO,male,3.561,1.581
LZBDO,POOR,8,UERQO,male,5.578,1.724
LZBDO,POOR,8,MWCXI,femelle,3.716,1.726
LZBDO,POOR,8,BBLZJ,femelle,3.506,1.663
LZBDO,POOR,8,TDPHR,male,3.594,1.673
LZBDO,POOR,8,RPQZO,male,4.797,1.818
LZBDO,POOR,8,YLHTO,femelle,3.531,1.863
LZBDO,GOOD,1,QLKKM,male,5.567,1.722
LZBDO,GOOD,1,WCARI,male,4.962,1.731
LZBDO,GOOD,1,ZECSS,male,3.911,1.764
LZBDO,GOOD,4,YRQAT,femelle,4.013,2.07
LZBDO,GOOD,4,JGIQJ,femelle,3.942,1.917
LZBDO,GOOD,4,TJYYM,femelle,3.767,1.956
LZBDO,GOOD,4,ILPIW,male,6.152,1.862
LZBDO,GOOD,8,LFAXT,femelle,3.603,1.83
LZBDO,GOOD,8,WEKIE,male,6.264,1.838
LZBDO,GOOD,8,HWSCK,male,6.068,1.734
LZBDO,GOOD,8,KWZWC,male,6.382,1.618
LZBDO,GOOD,8,SFQYQ,femelle,3.489,1.899
LZBDO,GOOD,8,KGYXE,femelle,3.686,1.844
WV8L1,POOR,1,RXTTK,male,3.788,1.609
WV8L1,POOR,1,,,,
WV8L1,POOR,1,,,,
WV8L1,POOR,4,SZDPQ,male,4.955,1.775
WV8L1,POOR,4,FERSJ,male,3.806,1.412
WV8L1,POOR,4,SFZVA,male,4.333,1.664
WV8L1,POOR,4,TWRRB,femelle,3.286,1.824
WV8L1,POOR,4,CABLN,male,3.692,1.633
WV8L1,POOR,4,ZEFVJ,femelle,3.32,1.908
WV8L1,POOR,4,JHWXJ,femelle,3.387,1.665
WV8L1,POOR,4,QFLUT,femelle,3.321,1.625
WV8L1,POOR,4,JTFBY,male,4.138,1.658
WV8L1,POOR,4,KKCEX,male,4.171,1.636
WV8L1,POOR,8,SYNDQ,femelle,3.266,1.622
WV8L1,POOR,8,GEEYI,male,3.562,1.441
WV8L1,POOR,8,KKUFF,male,4.05,1.561
WV8L1,POOR,8,WEIKC,male,3.675,1.492
WV8L1,POOR,8,JHDIB,femelle,3.395,1.597
WV8L1,POOR,8,QLNGJ,male,4.056,1.705
WV8L1,POOR,8,BYINX,femelle,3.541,1.658
WV8L1,GOOD,1,QHZCY,male,4.175,1.879
WV8L1,GOOD,1,OXQUJ,femelle,3.844,1.845
WV8L1,GOOD,1,WTYSM,male,5.259,1.969
WV8L1,GOOD,1,,,,
WV8L1,GOOD,4,ZKUJW,femelle,3.678,1.924
WV8L1,GOOD,4,QRKRW,femelle,3.671,1.934
WV8L1,GOOD,4,EIGCH,male,4.227,1.745
WV8L1,GOOD,4,OEPIG,male,4.412,1.757
WV8L1,GOOD,4,LWLKU,femelle,3.785,1.906
WV8L1,GOOD,4,FOFOY,femelle,3.67,1.742
WV8L1,GOOD,4,TOFCG,femelle,3.633,1.893
WV8L1,GOOD,4,SAWHC,male,6.815,1.539
WV8L1,GOOD,4,CERZP,femelle,3.861,1.692
WV8L1,GOOD,4,IARXY,male,6.297,1.879
WV8L1,GOOD,4,ZOZJO,male,5.16,1.802
WV8L1,GOOD,4,RGOLQ,male,4.35,1.949
WV8L1,GOOD,4,JNFTX,male,4.213,1.717
WV8L1,GOOD,4,UUIVR,male,5.855,1.886
WV8L1,GOOD,8,IHPDV,male,6.906,1.794
WV8L1,GOOD,8,TECCR,femelle,3.286,1.827
WV8L1,GOOD,8,CKIVW,femelle,3.634,1.777
WV8L1,GOOD,8,ZPNPA,femelle,3.583,1.913
WV8L1,GOOD,8,AAVFY,male,7.252,1.889
WV8L1,GOOD,8,LFGTI,male,5.422,1.862
WV8L1,GOOD,8,VZUTK,male,6.237,1.721
WV8L1,GOOD,8,WOEDS,male,6.605,1.869
WV8L1,GOOD,8,ATGJD,male,5.333,1.795
WV8L1,GOOD,8,PQGJY,male,4.979,1.842
WV8L1,GOOD,8,JFQZC,male,7.058,1.655
WV8L1,GOOD,8,UTICM,male,4.442,1.826
WV8L1,GOOD,8,OVZAW,femelle,3.598,1.913
WV8L1,GOOD,8,QMTKK,male,6.526,1.875
WV8L1,GOOD,8,JLAUL,femelle,3.517,1.599
WV8L1,GOOD,4,TIGEQ,femelle,3.605,1.751
WV8L1,GOOD,4,APDPN,male,5.186,1.803
7GOK0,POOR,1,DJFKN,femelle,3.274,1.584
7GOK0,POOR,1,HFXQZ,femelle,3.047,1.493
7GOK0,POOR,1,IPDRY,femelle,3.127,1.678
7GOK0,POOR,4,HHKDC,male,4.183,1.546
7GOK0,POOR,4,VMKKC,femelle,3.177,1.659
7GOK0,POOR,4,QRZNB,male,5.869,1.666
7GOK0,POOR,4,QZARB,femelle,3.448,1.731
7GOK0,POOR,4,VAPOH,femelle,3.197,1.77
7GOK0,POOR,4,MRVNP,femelle,3.343,1.668
7GOK0,POOR,8,MTEIX,femelle,3.014,1.349
7GOK0,POOR,8,XWTSR,femelle,3.278,1.641
7GOK0,POOR,8,XQVZR,femelle,3.382,1.689
7GOK0,POOR,8,UPCMK,femelle,3.256,1.712
7GOK0,POOR,8,QKVLU,male,4.517,1.543
7GOK0,POOR,8,DPDVV,femelle,3.181,1.53
7GOK0,POOR,8,TBAAR,femelle,3.281,1.51
7GOK0,POOR,8,QJBAP,male,3.676,1.491
7GOK0,POOR,8,ZJUEO,male,3.6,1.526
7GOK0,GOOD,1,FCVDP,femelle,3.706,1.518
7GOK0,GOOD,1,OTEPF,femelle,3.964,1.907
7GOK0,GOOD,1,LULDW,male,5.596,1.829
7GOK0,GOOD,4,RISMD,femelle,3.778,1.848
7GOK0,GOOD,4,NHPFG,male,6.253,1.841
7GOK0,GOOD,4,ZZAEH,male,6.089,1.884
7GOK0,GOOD,4,TPFND,femelle,3.449,1.955
7GOK0,GOOD,8,KQINI,femelle,3.565,1.692
7GOK0,GOOD,8,ZKTFE,femelle,3.428,1.76
7GOK0,GOOD,8,GHKTO,femelle,3.585,1.635
7GOK0,GOOD,8,TVSJH,femelle,3.365,1.532
7GOK0,GOOD,8,VDNPX,femelle,3.407,1.655
7GOK0,GOOD,8,BCJXS,male,5.96,1.798
7GOK0,GOOD,8,EJXOX,male,4.371,1.673
7GOK0,GOOD,8,DZLBB,femelle,3.114,1.599
7GOK0,GOOD,8,HRZSC,femelle,3.423,1.739
7GOK0,GOOD,8,OADQF,femelle,3.597,1.832
7GOK0,GOOD,8,GEINJ,femelle,3.519,1.813
7GOK0,GOOD,8,CCDWH,male,4.489,1.766
7GOK0,GOOD,8,SXCPI,male,5.862,1.697
7GOK0,GOOD,8,VHWUL,male,4.406,1.677
7GOK0,GOOD,8,JXSCL,male,3.685,1.55
OZHM8,POOR,1,,,,
FIBV0,POOR,1,CXDRL,femelle,3.576,1.855
FIBV0,POOR,1,SPYPD,male,4.101,1.694
FIBV0,POOR,1,SWERW,femelle,3.519,1.671
FIBV0,POOR,1,AYJUD,male,4.377,1.589
FIBV0,POOR,4,OJEJG,male,4.002,1.514
FIBV0,POOR,4,MWBMM,male,5.055,1.72
FIBV0,POOR,4,MVTTB,femelle,3.55,1.808
FIBV0,POOR,4,QNSJO,femelle,3.68,1.848
FIBV0,POOR,4,DFVQS,male,3.317,1.518
FIBV0,POOR,8,KUFGH,femelle,3.554,1.5
FIBV0,POOR,8,TYCHC,femelle,3.172,1.656
FIBV0,POOR,8,UCDKI,femelle,3.453,1.754
FIBV0,POOR,8,CKSDP,male,3.831,1.393
FIBV0,GOOD,1,QXTKY,femelle,4.143,1.995
FIBV0,GOOD,1,NAUHW,femelle,3.978,1.938
FIBV0,GOOD,1,ZAQSZ,femelle,3.949,1.834
FIBV0,GOOD,1,JINUT,male,3.658,1.263
FIBV0,GOOD,4,RBLDP,male,4.378,1.713
FIBV0,GOOD,4,XPCLV,male,5.736,1.822
FIBV0,GOOD,4,ROECW,femelle,3.92,1.924
FIBV0,GOOD,4,QQYAQ,femelle,3.851,1.894
FIBV0,GOOD,4,JNDPQ,femelle,3.614,1.695
FIBV0,GOOD,4,OMFGE,male,5.366,1.652
FIBV0,GOOD,4,IYQSD,femelle,3.962,1.807
FIBV0,GOOD,4,UKMFX,femelle,3.556,1.938
FIBV0,GOOD,8,LGECH,male,6.763,1.852
FIBV0,GOOD,8,EHLNG,male,5.495,1.698
FIBV0,GOOD,8,PTAFG,femelle,3.867,2.021
FIBV0,GOOD,8,DZRCM,femelle,3.904,1.956
FIBV0,GOOD,8,WSNYZ,male,4.917,1.606
FIBV0,GOOD,8,UKPDK,femelle,3.94,1.904
FIBV0,GOOD,8,NOSGS,male,4.219,1.751
FIBV0,GOOD,8,WLYEQ,male,6.041,1.837
T4F7E,POOR,1,SEAES,male,4.427,1.846
T4F7E,POOR,1,TGNVK,male,4.151,1.865
T4F7E,POOR,1,LQYTH,male,4.182,1.572
T4F7E,POOR,4,SDRCX,male,4.238,1.853
T4F7E,POOR,4,XHIHX,femelle,3.592,1.934
T4F7E,POOR,4,BORUQ,femelle,3.584,1.804
T4F7E,POOR,4,CZMAT,femelle,3.941,1.818
T4F7E,POOR,4,UWVDX,femelle,3.629,1.875
T4F7E,POOR,4,ZDCOH,male,4.69,1.955
T4F7E,POOR,4,OCCJI,male,5.084,1.678
T4F7E,POOR,4,JSJGW,male,3.873,1.643
T4F7E,POOR,8,FRTSJ,male,4.88,1.739
T4F7E,POOR,8,ELAFX,male,4.128,1.617
T4F7E,POOR,8,RJRQY,male,4.892,1.769
T4F7E,POOR,8,ZNDRI,male,4.119,1.692
T4F7E,POOR,8,CGMUZ,male,4.074,1.607
T4F7E,POOR,8,TKFPF,femelle,3.588,1.674
T4F7E,GOOD,1,JNMBX,femelle,3.893,1.948
T4F7E,GOOD,1,,,,
T4F7E,GOOD,4,TQOVK,femelle,3.605,1.885
T4F7E,GOOD,4,VAPWU,femelle,3.692,1.866
T4F7E,GOOD,4,IYMRE,femelle,3.927,1.892
T4F7E,GOOD,4,NXYXT,male,6.998,1.87
T4F7E,GOOD,4,GYIBC,femelle,3.776,1.913
T4F7E,GOOD,4,STFFW,male,6.628,1.898
T4F7E,GOOD,8,MEPBP,femelle,3.923,1.808
T4F7E,GOOD,8,ONCKU,femelle,3.889,1.902
T4F7E,GOOD,8,PMQFS,femelle,3.875,1.933
T4F7E,GOOD,8,ADGST,femelle,3.958,1.836
T4F7E,GOOD,8,HUCYB,male,4.983,1.868
058YC,POOR,1,COHKT,male,3.829,1.674
058YC,POOR,4,YDHTH,femelle,3.349,1.892
058YC,POOR,4,TNAVN,male,3.537,1.52
058YC,POOR,4,LYPOZ,femelle,3.421,1.708
058YC,POOR,8,CVTZQ,femelle,3.574,1.797
058YC,POOR,8,TSKBS,femelle,3.045,1.674
058YC,POOR,8,UKJQZ,male,3.662,1.613
058YC,POOR,8,AAGXS,femelle,3.4,1.439
058YC,POOR,8,BTWXD,femelle,3.317,1.661
058YC,POOR,8,KWCDW,femelle,3.422,1.677
058YC,POOR,8,DEYXH,male,3.721,1.423
058YC,POOR,8,LZHXM,femelle,3.29,1.535
058YC,GOOD,1,FRUQP,femelle,3.544,1.742
058YC,GOOD,4,VJVEM,femelle,3.366,1.76
058YC,GOOD,4,EVTLL,femelle,3.519,1.808
058YC,GOOD,4,EGSQU,femelle,3.751,1.797
058YC,GOOD,4,PAZFK,femelle,4.168,1.85
058YC,GOOD,8,BHHNP,femelle,3.653,1.708
058YC,GOOD,8,AYTRD,femelle,3.496,1.738
058YC,GOOD,8,DHBUX,femelle,3.596,1.804
058YC,GOOD,8,EBGCL,male,4.181,1.706
RJKDW,POOR,1,ZRVAJ,male,3.649,1.644
RJKDW,POOR,1,,,,
RJKDW,POOR,1,,,,
RJKDW,POOR,4,AJFDK,male,3.936,1.412
RJKDW,POOR,4,OMGSE,male,3.897,1.598
RJKDW,POOR,4,IUTPQ,male,3.785,1.514
RJKDW,POOR,4,UIZWP,male,3.816,1.668
RJKDW,POOR,4,RBOBX,male,4.084,1.612
RJKDW,POOR,4,RQIBG,male,4.265,1.55
RJKDW,POOR,4,BBXWM,femelle,3.301,1.437
RJKDW,POOR,4,EWQQH,femelle,3.509,1.542
RJKDW,POOR,8,QRTPW,femelle,3.759,1.807
RJKDW,POOR,8,KAMZA,femelle,3.559,1.759
RJKDW,POOR,8,DIGQP,femelle,3.716,1.715
RJKDW,POOR,8,WJBBW,femelle,3.593,1.731
RJKDW,POOR,8,CXATR,femelle,3.476,1.554
RJKDW,POOR,8,UVFMD,male,4.221,1.665
RJKDW,POOR,8,VRFPV,male,4.501,1.812
RJKDW,POOR,8,JKYFU,male,3.895,1.627
RJKDW,POOR,8,WLJYR,femelle,3.568,1.676
RJKDW,POOR,8,CXGGF,femelle,3.291,1.645
RJKDW,POOR,8,GSMBI,femelle,3.59,1.61
RJKDW,POOR,8,MPXCU,femelle,3.853,1.647
RJKDW,POOR,8,QYTHU,femelle,3.519,1.75
RJKDW,POOR,8,TIUQU,femelle,3.284,1.552
RJKDW,GOOD,1,XTYLR,femelle,4.112,2.072
RJKDW,GOOD,1,RUKXF,femelle,4.04,1.943
RJKDW,GOOD,1,GPSSH,femelle,3.421,1.805
RJKDW,GOOD,4,QORDV,male,6.198,1.847
RJKDW,GOOD,4,ARLDY,femelle,4.173,1.82
RJKDW,GOOD,4,DXFPY,femelle,3.831,1.895
RJKDW,GOOD,4,FLCMA,male,5.29,1.794
RJKDW,GOOD,4,JOVKX,male,3.968,1.751
RJKDW,GOOD,4,NFOKA,femelle,3.93,1.888
RJKDW,GOOD,4,XAQIF,femelle,4.097,1.828
RJKDW,GOOD,8,VVXNL,femelle,3.81,1.99
RJKDW,GOOD,8,YQKQL,male,6.852,1.876
RJKDW,GOOD,8,ZEOQR,male,4.348,1.898
RJKDW,GOOD,8,NZGWM,male,7.034,1.791
RJKDW,GOOD,8,WDFRW,male,6.83,1.885
RJKDW,GOOD,8,CCLAV,male,7.163,2.032
RJKDW,GOOD,8,HKEME,femelle,3.989,2.01
RJKDW,GOOD,8,KVURH,femelle,3.873,2
RJKDW,GOOD,8,KHYHS,male,5.981,1.595
RJKDW,GOOD,8,ALDKT,femelle,3.697,1.795
RJKDW,GOOD,8,SVVZO,femelle,3.847,1.612
RJKDW,GOOD,8,AQTNX,femelle,3.922,1.921
RJKDW,GOOD,8,BINDV,femelle,4.072,1.816
RJKDW,GOOD,8,PEPYK,femelle,4.01,2.043
RJKDW,GOOD,8,LRXGX,femelle,3.928,1.782
RJKDW,GOOD,8,JSGXR,male,5.536,1.645
V8EK1,POOR,4,LRKPC,male,3.566,1.658
V8EK1,POOR,4,AKBMC,femelle,2.943,1.383
V8EK1,POOR,1,,,,
V8EK1,POOR,4,,,,
V8EK1,POOR,8,YMJLZ,male,5.591,1.74
V8EK1,POOR,8,WTKKI,femelle,3.55,1.798
V8EK1,POOR,8,BEOGU,femelle,3.265,1.584
V8EK1,POOR,8,QSKUU,male,4.004,1.579
V8EK1,POOR,8,HFDPN,male,4.022,1.542
V8EK1,POOR,8,UXOYN,male,3.799,1.578
V8EK1,GOOD,1,DCYOI,femelle,3.753,1.775
V8EK1,GOOD,1,LQQEV,femelle,3.451,1.631
V8EK1,GOOD,4,CRRQR,male,5.914,1.953
V8EK1,GOOD,4,XHVWW,male,5.783,1.885
V8EK1,GOOD,4,GWEQG,male,4.163,1.597
V8EK1,GOOD,8,ADIRR,male,5.264,1.579
V8EK1,GOOD,8,MOYVZ,male,5.913,1.804
V8EK1,GOOD,8,PDIIF,male,6.684,1.956
V8EK1,GOOD,8,FLAXR,male,4.687,1.669
V2F88,POOR,1,,,,
V2F88,POOR,8,ITJLH,femelle,3.249,1.537
V2F88,POOR,8,QQQYQ,femelle,3.544,1.728
V2F88,POOR,8,BPBNB,male,4.863,1.579
V2F88,POOR,8,AFWLS,male,3.449,1.474
V2F88,POOR,8,DXDGK,femelle,3.558,1.523
V2F88,POOR,8,BCAJC,femelle,3.238,1.489
V2F88,POOR,8,DGCDV,femelle,3.379,1.496
V2F88,GOOD,1,YSFIW,male,6.368,1.89
V2F88,GOOD,1,DMQHT,male,3.948,1.687
V2F88,GOOD,1,UELMP,male,5.541,1.67
V2F88,GOOD,4,FNHFA,male,4.847,1.694
V2F88,GOOD,4,JVYNR,male,5.928,1.527
V2F88,GOOD,4,PLKUV,femelle,3.661,1.828
V2F88,GOOD,8,HNKOR,male,3.961,1.8
V2F88,GOOD,8,HAOWS,femelle,3.419,1.785
RWONY,POOR,1,LMMBK,male,3.963,1.618
RWONY,POOR,4,AFNQV,male,3.77,1.706
RWONY,POOR,4,WRJOT,femelle,3.585,1.822
RWONY,POOR,4,TVBHZ,male,3.549,1.644
RWONY,POOR,8,EDSAW,male,5.61,1.587
RWONY,POOR,8,OKMOG,male,3.799,1.469
RWONY,POOR,8,FFYKO,male,3.528,1.467
RWONY,POOR,8,DIRGX,male,3.848,1.512
RWONY,POOR,8,CMBRF,femelle,3.241,1.56
RWONY,GOOD,1,QHDNG,femelle,3.631,1.989
RWONY,GOOD,1,HSBFL,femelle,3.624,1.652
RWONY,GOOD,1,QJHVM,femelle,3.475,1.794
RWONY,GOOD,4,HEEJN,femelle,3.617,1.902
RWONY,GOOD,4,IUVGJ,femelle,3.901,1.81
RWONY,GOOD,4,THOIG,femelle,3.53,1.857
RWONY,GOOD,4,GBGJG,male,5.926,1.785
RWONY,GOOD,8,AHCAK,femelle,3.681,1.882
RWONY,GOOD,8,TODTL,male,3.828,1.807
RWONY,GOOD,8,UQTMY,male,3.792,1.587
RWONY,GOOD,8,OJYOC,male,3.973,1.755
RWONY,GOOD,8,IWWBQ,femelle,3.425,1.739
RWONY,GOOD,8,DKWBZ,femelle,3.655,1.967
RWONY,GOOD,8,CHDBT,femelle,3.787,1.94
M9B8V,POOR,1,QVXAY,femelle,3.152,1.629
M9B8V,POOR,4,FFQUT,femelle,3.286,1.702
M9B8V,GOOD,1,BBGMT,femelle,3.424,1.687
M9B8V,GOOD,1,IZMTU,femelle,3.719,1.77
M9B8V,GOOD,1,AIBLK,male,4.131,1.654
ARXDV,GOOD,1,YXSOY,femelle,3.738,1.886
M21LS,POOR,1,KGRUT,male,4.03,1.465
M21LS,POOR,1,,,,
M21LS,POOR,4,QYXRE,male,4.047,1.678
M21LS,POOR,4,XLRTX,femelle,3.516,1.608
M21LS,GOOD,1,XDJWE,femelle,3.653,1.882
M21LS,GOOD,1,YVISH,femelle,3.665,1.626
8T00L,POOR,1,QRFCT,male,3.703,1.564
8T00L,POOR,1,,,,
8T00L,POOR,1,,,,
8T00L,POOR,4,KLLWA,male,5.75,1.815
8T00L,POOR,4,KSFKW,male,3.78,1.454
