id_mere,diet,density,Id_adulte,sex,forceps_L,pronotum
GKEUJ,GOOD,4,VHRXY,femelle,3.581,1.845
GKEUJ,GOOD,4,EAYSR,male,4.766,1.896
GKEUJ,GOOD,8,TADRV,male,6.616,1.967
GKEUJ,GOOD,8,CUJOL,male,4.202,1.546
GKEUJ,GOOD,8,ROCXV,male,4.108,1.832
GKEUJ,GOOD,8,GNRRH,male,6.157,1.907
GKEUJ,GOOD,8,DCCWW,femelle,3.651,1.774
GKEUJ,GOOD,8,JAEQB,femelle,3.551,1.843
GKEUJ,GOOD,8,ZXLIB,femelle,3.457,1.876
GKEUJ,GOOD,8,DHWPE,male,4.253,1.72
GKEUJ,GOOD,8,FIRHE,male,5.828,1.913
GKEUJ,GOOD,8,MIKSP,femelle,3.679,1.801
GKEUJ,GOOD,8,EZQSX,male,5.746,1.814
GKEUJ,GOOD,8,CKNTQ,male,3.804,1.666
GKEUJ,GOOD,8,XPSSW,male,5.293,2
GKEUJ,GOOD,8,IYHVL,male,5.896,1.816
GKEUJ,GOOD,8,SLTMA,male,4.526,1.942
GKEUJ,GOOD,8,HQEON,femelle,3.62,1.783
5X9MO,POOR,1,,,,
5X9MO,POOR,4,FSUNU,male,4.444,1.581
5X9MO,POOR,4,NTTUG,femelle,3.354,1.555
5X9MO,POOR,4,WUKHU,femelle,3.372,1.621
5X9MO,POOR,4,HJQCL,femelle,3.228,1.548
5X9MO,GOOD,1,IALXP,femelle,3.392,1.731
5X9MO,GOOD,1,YTOKW,femelle,3.445,1.782
5X9MO,GOOD,1,LAAFH,male,3.65,1.648
5X9MO,GOOD,4,LGGAQ,male,4.8,1.715
5X9MO,GOOD,4,ZFUHA,femelle,3.616,1.743
5X9MO,GOOD,4,ETWAY,male,6.325,1.687
ASGL6,POOR,1,,,,
ASGL6,POOR,1,,,,
ASGL6,POOR,1,,,,
ASGL6,POOR,4,PHTJK,femelle,3.553,1.675
ASGL6,POOR,4,COOGG,male,3.958,1.386
ASGL6,POOR,4,XIGSI,male,3.456,1.462
ASGL6,POOR,8,CXOMJ,femelle,3.543,1.709
ASGL6,POOR,8,ERQZL,male,3.663,1.48
ASGL6,POOR,8,GSADM,femelle,3.08,1.464
ASGL6,POOR,8,OBHSY,male,3.831,1.44
ASGL6,POOR,8,ZRFMW,male,3.844,1.535
ASGL6,POOR,8,FCVPX,male,3.89,1.677
ASGL6,POOR,8,ZMFMC,femelle,2.995,1.5
ASGL6,GOOD,1,ZYHEA,femelle,3.048,1.924
ASGL6,GOOD,1,SXWPB,male,5.93,1.956
ASGL6,GOOD,1,PUKPA,male,4.827,1.799
ASGL6,GOOD,4,DQXKA,femelle,3.903,1.918
ASGL6,GOOD,4,QNXSO,male,5.955,1.733
ASGL6,GOOD,4,UBDIW,male,3.764,1.769
ASGL6,GOOD,4,HQIWY,male,4.571,1.666
ASGL6,GOOD,4,JQDJB,femelle,3.676,1.892
ASGL6,GOOD,4,YXNMC,male,3.544,1.783
ASGL6,GOOD,8,ZHZKC,male,5.511,1.895
ASGL6,GOOD,8,AUHIO,femelle,3.693,1.525
ASGL6,GOOD,8,MHHDS,femelle,3.675,1.748
ASGL6,GOOD,8,BWWLE,male,5.392,1.654
ASGL6,GOOD,8,GCPPJ,male,4.113,1.623
OHOOD,POOR,1,RGGUJ,femelle,3.455,1.923
OHOOD,POOR,4,XQMCT,male,5.165,1.839
OHOOD,POOR,4,BPSDY,femelle,3.286,1.646
OHOOD,POOR,4,XJQZJ,femelle,3.041,1.677
OHOOD,POOR,8,ABWRR,femelle,3.554,1.67
OHOOD,POOR,8,ADEJB,male,3.636,1.529
OHOOD,POOR,8,LWEBW,male,3.185,1.402
OHOOD,POOR,8,QVSGF,femelle,3.114,1.722
OHOOD,GOOD,1,FQCCI,femelle,3.675,1.997
OHOOD,GOOD,1,ADESW,male,5.435,1.756
OHOOD,GOOD,4,VEMGC,male,5.591,1.712
OHOOD,GOOD,4,WOQNO,male,3.884,1.726
OHOOD,GOOD,4,QIZDO,femelle,3.49,1.918
OHOOD,GOOD,4,ACXGJ,femelle,3.59,1.877
OHOOD,GOOD,4,,,,
OHOOD,GOOD,8,IGRJU,femelle,3.37,1.768
OHOOD,GOOD,8,QSDIJ,femelle,3.284,1.779
OHOOD,GOOD,8,NACRD,male,6.037,1.694
OHOOD,GOOD,8,SQPKP,femelle,3.826,2.004
OHOOD,GOOD,8,QMBKS,femelle,3.503,2.01
OHOOD,GOOD,8,QGEFW,male,5.601,1.791
OHOOD,GOOD,8,LDXGT,male,4.858,1.702
OHOOD,GOOD,8,VAYTW,male,3.989,1.776
OHOOD,GOOD,8,KOUMZ,femelle,3.662,1.759
OHOOD,GOOD,8,VRKVN,femelle,3.441,1.872
8VGPV,POOR,1,SIUCC,femelle,3.374,1.705
8VGPV,POOR,4,EKZFT,femelle,3.356,1.754
8VGPV,POOR,8,TXFOR,male,4.275,1.617
8VGPV,POOR,8,KNFRW,femelle,3.284,1.688
8VGPV,POOR,8,AYKMP,femelle,3.654,1.673
8VGPV,POOR,8,WAHJY,male,3.692,1.515
8VGPV,POOR,8,UIBHQ,femelle,3.336,1.659
8VGPV,POOR,8,FHBJA,male,3.564,1.463
8VGPV,GOOD,4,DCVSA,femelle,3.448,1.636
8VGPV,GOOD,4,DWSHH,femelle,3.745,1.809
8VGPV,GOOD,4,KMBME,male,5.636,1.843
8VGPV,GOOD,8,DUEKH,male,5.582,1.632
8VGPV,GOOD,8,KSQHA,male,5.345,1.879
8VGPV,GOOD,8,OQPCC,male,5.516,1.735
8VGPV,GOOD,8,UBEDL,femelle,3.415,1.712
8VGPV,GOOD,8,LPEIF,femelle,3.954,1.66
8VGPV,GOOD,8,XTNLS,femelle,3.74,1.764
8VGPV,GOOD,8,KAEDA,male,6.417,1.762
8VGPV,GOOD,8,JFZXR,femelle,3.721,1.83
8VGPV,GOOD,8,WXJCT,male,5.076,1.903
3GJLD,POOR,1,KQKMV,femelle,3.542,1.682
3GJLD,POOR,1,,,,
3GJLD,POOR,1,,,,
3GJLD,POOR,4,BQGEM,femelle,3.108,1.396
3GJLD,POOR,4,EWXMJ,femelle,3.233,1.511
3GJLD,POOR,4,PKLXJ,male,3.645,1.586
3GJLD,POOR,8,QZQMV,male,3.841,1.594
3GJLD,GOOD,1,QRNSW,male,4.235,1.838
3GJLD,GOOD,4,ZRPMO,male,5.919,1.62
3GJLD,GOOD,4,PKYLU,male,6.425,1.769
3GJLD,GOOD,4,FADOP,femelle,3.635,1.774
3GJLD,GOOD,4,KVRCZ,femelle,3.546,1.65
3GJLD,GOOD,4,PTKXQ,femelle,3.328,1.731
3GJLD,GOOD,4,YXNZZ,femelle,3.181,1.758
3GJLD,GOOD,4,GNAGT,femelle,3.508,1.553
3GJLD,GOOD,8,JPNDT,femelle,4.093,1.943
3GJLD,GOOD,8,WSFRD,male,4.001,1.788
3GJLD,GOOD,8,ZLOIG,male,3.823,1.742
3GJLD,GOOD,8,BLHYG,male,6.468,1.729
3GJLD,GOOD,8,UNOCR,male,3.863,1.82
3GJLD,GOOD,8,TPWKF,male,5.624,1.775
3GJLD,GOOD,8,TGOAK,femelle,3.465,1.85
OTXDI,POOR,1,CWDSS,male,5.521,1.592
OTXDI,POOR,4,LNASJ,male,3.952,1.566
OTXDI,POOR,4,NZRJF,male,3.918,1.488
OTXDI,POOR,8,,,,
OTXDI,GOOD,1,VIXHK,femelle,3.712,1.944
OTXDI,GOOD,4,LSAIM,male,4.123,1.731
OTXDI,GOOD,4,ANESO,femelle,3.943,1.682
OTXDI,GOOD,8,MCOQO,male,6.989,1.85
PVXYT,POOR,1,,,,
PVXYT,POOR,4,ZHMFR,femelle,3.72,1.713
PVXYT,POOR,4,GVLXR,male,4.319,1.572
PVXYT,POOR,4,HNFET,male,3.931,1.303
PVXYT,POOR,4,BGWMM,male,5.285,1.487
PVXYT,POOR,8,MBXJI,male,6.488,1.882
PVXYT,POOR,8,HHSSF,male,4.423,1.514
PVXYT,POOR,8,ZLKMU,femelle,3.376,1.633
PVXYT,POOR,8,VYHCW,femelle,3.134,1.499
PVXYT,POOR,8,SIUNK,male,3.427,1.339
PVXYT,POOR,8,,,,
PVXYT,GOOD,1,NIKNR,femelle,4.057,1.807
RZCRL,POOR,1,,,,
RZCRL,POOR,8,TKKQY,male,3.295,1.578
RZCRL,POOR,8,QJENO,femelle,3.53,1.613
RZCRL,GOOD,1,YKFPZ,male,3.87,1.745
RZCRL,GOOD,4,KKESS,femelle,3.63,1.752
RZCRL,GOOD,4,BROTW,femelle,3.79,1.766
RZCRL,GOOD,4,FTLUD,femelle,3.552,1.947
RZCRL,GOOD,8,KXJVV,femelle,3.803,1.796
RZCRL,GOOD,8,CXGJL,femelle,3.816,1.869
RZCRL,GOOD,8,ABHLB,femelle,3.656,1.635
RZCRL,GOOD,8,KCADX,male,3.803,1.702
RZCRL,GOOD,8,GNXIX,male,3.672,1.589
RZCRL,GOOD,8,NPIHK,male,5.778,1.742
RZCRL,GOOD,8,JKXKD,femelle,3.433,1.626
RZCRL,GOOD,8,APNHR,femelle,3.539,1.764
RZCRL,GOOD,8,GVOJE,male,4.027,1.478
RZCRL,GOOD,8,MRVYI,femelle,3.636,1.664
RZCRL,GOOD,8,HYIBD,male,4.417,1.734
RZCRL,GOOD,8,DJUXC,femelle,3.727,1.912
DQQHS,POOR,1,IBLBA,femelle,3.481,1.644
DQQHS,POOR,1,,,,
DQQHS,POOR,1,,,,
DQQHS,POOR,4,HVSCA,male,3.903,1.692
DQQHS,POOR,4,SPYHQ,male,4.282,1.671
DQQHS,POOR,4,JUITX,femelle,3.335,1.689
DQQHS,POOR,4,CXQFP,male,4.187,1.599
DQQHS,POOR,8,MLSNP,femelle,3.494,1.474
DQQHS,POOR,8,MFLFR,femelle,3.562,1.697
DQQHS,POOR,8,ONSYQ,femelle,3.583,1.747
DQQHS,POOR,8,WSMZP,male,3.576,1.685
DQQHS,POOR,8,YIXCT,femelle,3.228,1.678
DQQHS,POOR,8,STZZN,femelle,3.141,1.55
DQQHS,POOR,8,KZGQG,male,3.405,1.616
DQQHS,POOR,8,,,,
DQQHS,GOOD,1,HVWVC,male,3.789,1.412
DQQHS,GOOD,1,YKXDT,male,5.457,1.896
DQQHS,GOOD,1,,,,
DQQHS,GOOD,4,YBKRG,male,5.635,1.91
DQQHS,GOOD,4,VGKMR,male,3.782,1.804
DQQHS,GOOD,4,VDVAL,femelle,3.599,1.868
DQQHS,GOOD,4,XTLQD,male,5.696,1.914
DQQHS,GOOD,4,IQIUQ,male,5.537,1.899
DQQHS,GOOD,4,QLQLS,femelle,3.631,1.846
DQQHS,GOOD,4,DGPQH,male,6.088,1.96
DQQHS,GOOD,4,ZQSBF,male,4.025,1.836
DQQHS,GOOD,4,PRCNG,femelle,3.978,1.986
DQQHS,GOOD,4,IUOWZ,femelle,3.758,1.786
DQQHS,GOOD,8,QPEYP,femelle,3.895,1.955
DQQHS,GOOD,8,LJCBO,femelle,3.704,1.777
DQQHS,GOOD,8,ZFCDD,male,5.003,1.846
DQQHS,GOOD,8,NFGBD,male,4.07,1.679
DQQHS,GOOD,8,NZBRS,femelle,3.849,1.95
DQQHS,GOOD,8,YVMKY,femelle,3.557,1.875
DQQHS,GOOD,8,JAXOQ,femelle,3.79,1.971
DQQHS,GOOD,8,ALIPT,male,3.857,1.556
DQQHS,GOOD,8,YMXMD,femelle,4.001,2.081
DQQHS,GOOD,8,VBMPK,femelle,3.797,2.195
DQQHS,GOOD,8,ENNTL,male,7.295,1.993
DQQHS,GOOD,8,FCOJW,male,3.722,1.599
8WWES,POOR,1,,,,
8WWES,POOR,1,,,,
8WWES,POOR,4,VGXJF,femelle,3.463,1.769
8WWES,POOR,4,DDWWH,femelle,3.519,1.73
8WWES,POOR,4,,,,
8WWES,POOR,4,,,,
8WWES,POOR,4,,,,
8WWES,POOR,8,BTENN,femelle,3.428,1.768
8WWES,POOR,8,YVRAR,femelle,3.356,1.71
8WWES,POOR,8,SLHNW,femelle,3.289,1.562
8WWES,POOR,8,RPOCC,femelle,3.373,1.842
8WWES,GOOD,1,FXZMG,femelle,3.803,1.929
8WWES,GOOD,1,SQYUD,femelle,3.643,1.966
8WWES,GOOD,4,NBKDD,femelle,3.581,1.899
8WWES,GOOD,4,SBXCO,femelle,3.526,1.822
8WWES,GOOD,4,GYULZ,femelle,3.409,1.714
8WWES,GOOD,4,ZXJKG,male,3.516,1.605
8WWES,GOOD,4,NENYV,male,4.992,1.665
8WWES,GOOD,4,NMDGK,male,3.681,1.646
8WWES,GOOD,4,XSKHB,male,3.567,1.887
8WWES,GOOD,1,SMDTM,male,3.994,1.636
8WWES,GOOD,8,SGLJP,femelle,3.56,1.558
8WWES,GOOD,8,LFWHP,femelle,3.648,1.595
8WWES,GOOD,8,USTUZ,male,5.475,1.976
8WWES,GOOD,8,OYOOM,male,6.685,1.773
8WWES,GOOD,8,YUECG,male,6.002,1.695
8WWES,GOOD,8,WHGYK,femelle,3.591,1.712
8WWES,GOOD,8,ROHNI,femelle,3.498,1.847
8WWES,GOOD,8,MYBRK,male,4.071,1.774
8WWES,GOOD,8,NICOF,male,4.778,1.773
8WWES,GOOD,8,HGUPZ,male,5.724,1.759
8WWES,GOOD,8,IQROA,male,4.701,1.801
8WWES,GOOD,8,LXGHR,femelle,3.503,1.831
8WWES,GOOD,8,MSLMT,femelle,3.674,1.808
8WWES,GOOD,8,ARCZU,femelle,3.571,1.926
8WWES,GOOD,8,AMFYQ,femelle,3.419,1.547
S35X0,POOR,1,WCBLU,femelle,3.309,1.442
S35X0,POOR,4,QLJPI,male,3.701,1.532
S35X0,POOR,4,XVPSB,femelle,2.976,1.67
S35X0,POOR,4,DVWLO,femelle,3.768,1.63
S35X0,POOR,4,HUUEQ,male,3.483,1.428
S35X0,POOR,4,ZTYZI,femelle,3.326,1.673
S35X0,POOR,4,JALZD,femelle,3.43,1.543
S35X0,POOR,8,TQUMB,femelle,3.137,1.634
S35X0,POOR,8,KIYMK,femelle,3.64,1.692
S35X0,POOR,8,KIIAH,femelle,3.277,1.421
S35X0,POOR,8,HBLYX,male,3.935,1.454
S35X0,POOR,8,ECKUH,male,4.01,1.542
S35X0,POOR,8,LVBPT,male,4.558,1.51
S35X0,POOR,4,FGXVG,femelle,3.423,1.582
S35X0,POOR,4,CIAUX,male,4.296,1.533
S35X0,POOR,4,CNSKC,male,3.765,1.475
S35X0,GOOD,1,DDZEA,male,4.327,1.736
S35X0,GOOD,1,NRIMA,femelle,3.575,1.844
S35X0,GOOD,4,KTTBJ,male,6.849,1.747
S35X0,GOOD,4,QMLQL,femelle,3.617,1.81
S35X0,GOOD,4,YFKPN,femelle,3.613,1.836
S35X0,GOOD,4,KRDLT,femelle,3.846,1.767
S35X0,GOOD,8,XCFNY,femelle,3.827,1.889
S35X0,GOOD,8,WVERO,male,5.239,1.766
S35X0,GOOD,8,XKMOH,femelle,3.823,1.992
S35X0,GOOD,8,DISTW,male,6.106,1.714
S35X0,GOOD,8,XTYQJ,male,6.423,1.916
S35X0,GOOD,8,YUYIF,femelle,3.646,1.82
S35X0,GOOD,8,ZVTBC,femelle,3.705,1.548
S35X0,GOOD,8,EVFWH,male,5.654,1.726
S35X0,GOOD,8,LVPJX,femelle,3.716,1.842
S35X0,GOOD,8,KSKWH,male,4.06,1.678
S35X0,GOOD,8,XMEBW,male,5.85,1.898
S35X0,GOOD,8,NNRPZ,male,6.67,1.769
S35X0,GOOD,8,COVKY,femelle,3.876,1.778
S35X0,GOOD,8,ULZXM,male,6.311,1.904
9L8TD,POOR,1,WVRDR,femelle,3.158,1.682
9L8TD,POOR,1,OAEUE,femelle,3.341,1.589
9L8TD,POOR,8,YCFJC,femelle,3.574,1.603
9L8TD,POOR,8,GLHJL,femelle,3.539,1.722
9L8TD,POOR,8,BAKMH,femelle,3.462,1.544
9L8TD,POOR,8,CHOWQ,femelle,3.432,1.741
9L8TD,GOOD,1,BBMAA,male,5.578,1.822
9L8TD,GOOD,1,BWTDK,femelle,3.418,1.75
9L8TD,GOOD,4,RMSYV,male,4.863,1.828
9L8TD,GOOD,4,YQAYT,male,5.546,1.857
9L8TD,GOOD,8,OUSYP,male,6.468,1.57
9L8TD,GOOD,8,IBNSH,femelle,3.474,1.713
9L8TD,GOOD,8,KZSQS,femelle,3.484,1.74
9L8TD,GOOD,8,OTOVI,femelle,3.932,1.946
Y8XC2,POOR,1,IYRFU,male,3.543,1.486
Y8XC2,POOR,4,XQDRD,femelle,3.124,1.567
Y8XC2,POOR,8,PSIKH,femelle,3.318,1.788
Y8XC2,POOR,8,ACIAO,femelle,3.042,1.514
Y8XC2,POOR,8,RSXCQ,femelle,3.2,1.6
Y8XC2,POOR,8,YWAWY,male,3.187,1.577
Y8XC2,POOR,8,PKIEX,femelle,3.384,1.661
Y8XC2,GOOD,1,BLNFO,male,3.917,1.727
Y8XC2,GOOD,4,YFYKW,femelle,3.374,1.847
Y8XC2,GOOD,4,UBXCZ,femelle,3.226,1.781
Y8XC2,GOOD,4,FDZVB,femelle,3.516,1.779
Y8XC2,GOOD,4,RWZCI,male,5.156,1.818
Y8XC2,GOOD,4,BALML,femelle,3.343,1.556
Y8XC2,GOOD,8,YVFTO,male,3.94,1.684
Y8XC2,GOOD,8,UBZJM,male,5.202,1.78
Y8XC2,GOOD,8,QEXTV,male,4.153,1.704
Y8XC2,GOOD,8,OCLIJ,male,3.942,1.739
Y8XC2,GOOD,8,LRJKV,femelle,3.558,1.807
FWB8T,POOR,1,JXIHW,male,3.862,1.575
FWB8T,POOR,4,EHYGM,male,3.909,1.535
FWB8T,POOR,4,QRDAL,male,3.866,1.655
FWB8T,POOR,4,XXXYO,femelle,3.22,1.683
FWB8T,POOR,4,UJBWE,femelle,3.095,1.533
FWB8T,POOR,4,BSELO,male,3.683,1.509
FWB8T,POOR,4,,,,
FWB8T,POOR,8,XQRYL,male,5.092,1.69
FWB8T,POOR,8,HJHQK,femelle,3.071,1.689
FWB8T,POOR,8,AWWIU,male,4.222,1.392
FWB8T,POOR,8,RUMHI,femelle,3.479,1.506
FWB8T,POOR,8,VKSBW,male,3.654,1.541
FWB8T,POOR,8,RSNUP,male,4.03,1.703
FWB8T,POOR,8,UQWXG,male,5.269,1.692
FWB8T,POOR,8,AQLHB,femelle,3.268,1.674
FWB8T,POOR,8,ICTGR,femelle,3.283,1.606
FWB8T,POOR,8,DCXZJ,femelle,3.183,1.564
FWB8T,GOOD,1,CCEGV,femelle,3.636,1.759
FWB8T,GOOD,1,PFBYY,femelle,3.553,1.725
FWB8T,GOOD,1,IBOYW,male,5.741,1.672
FWB8T,GOOD,1,YNQUL,male,4.904,1.818
FWB8T,GOOD,4,UIPAK,male,5.999,1.847
FWB8T,GOOD,4,DKKEG,male,5.518,1.818
FWB8T,GOOD,4,YBGQV,femelle,3.579,1.78
FWB8T,GOOD,4,TGVJC,male,4.74,1.781
FWB8T,GOOD,4,XZAXX,femelle,3.455,1.718
FWB8T,GOOD,4,LEENV,male,3.651,1.767
FWB8T,GOOD,4,XOYFD,male,4.297,1.972
FWB8T,GOOD,8,DRSTD,femelle,3.523,1.682
FWB8T,GOOD,8,ZXOJK,femelle,3.499,1.867
FWB8T,GOOD,8,ANLRK,male,7.321,1.708
FWB8T,GOOD,8,INQWE,male,6.418,1.954
FWB8T,GOOD,8,RGQGC,male,5.993,1.778
FWB8T,GOOD,8,FJBAC,femelle,3.767,1.835
FWB8T,GOOD,8,IAIQN,male,5.894,1.829
FWB8T,GOOD,8,JMPKC,male,6.932,1.786
FWB8T,GOOD,8,ROTCH,male,6.305,1.786
FWB8T,GOOD,8,BCEGH,male,3.706,1.757
FSVCY,POOR,1,,,,
FSVCY,POOR,4,QVZDK,male,3.207,1.588
FSVCY,POOR,4,XUWNL,male,3.673,1.581
FSVCY,POOR,4,VFKXE,male,4.824,1.705
FSVCY,POOR,4,UBQKJ,femelle,3.343,1.628
FSVCY,GOOD,1,XGGZY,femelle,3.877,1.877
FSVCY,GOOD,1,YWVIL,femelle,3.476,1.824
FSVCY,GOOD,1,,,,
FSVCY,GOOD,4,GUVEW,femelle,3.674,1.868
FSVCY,GOOD,4,ECMNP,male,6.139,1.738
FSVCY,GOOD,4,AXRNS,femelle,3.594,1.768
FSVCY,GOOD,4,TRVBT,male,6.301,1.829
FSVCY,GOOD,4,QYJYK,femelle,3.715,1.644
FSVCY,GOOD,8,UKTCY,male,3.586,1.771
FSVCY,GOOD,8,FTMBL,male,6.703,1.694
FSVCY,GOOD,8,YFCAG,male,4.541,1.729
FSVCY,GOOD,8,VZNJP,femelle,3.582,1.832
FSVCY,GOOD,8,TIKHY,femelle,3.333,1.798
FSVCY,GOOD,8,SIJXL,male,6.411,1.946
FSVCY,GOOD,8,FEWAS,male,4.421,1.696
FSVCY,GOOD,8,OPUIF,femelle,3.669,1.766
C4Q0S,POOR,1,RVCQH,femelle,3.418,1.635
C4Q0S,POOR,1,,,,
C4Q0S,POOR,4,EYNKK,male,4.104,1.575
C4Q0S,POOR,8,UGXPL,male,3.6,1.515
C4Q0S,POOR,8,OZVXW,male,3.879,1.437
C4Q0S,POOR,8,OQZFL,male,4.406,1.58
C4Q0S,GOOD,4,RJNWK,femelle,3.502,1.679
C4Q0S,GOOD,4,FIQIX,male,4.106,1.751
C4Q0S,GOOD,4,QRSMB,male,4.125,1.702
C4Q0S,GOOD,4,IYMRP,male,3.958,1.734
C4Q0S,GOOD,8,YOBVG,femelle,3.574,1.839
C4Q0S,GOOD,8,EOHXG,male,3.955,1.697
C4Q0S,GOOD,8,DWOMU,male,4.149,1.729
4CM0H,POOR,1,YKXLS,femelle,3.534,1.929
4CM0H,POOR,1,,,,
4CM0H,POOR,4,VVZVC,femelle,3.531,1.556
4CM0H,POOR,4,UTDBB,male,3.792,1.703
4CM0H,POOR,4,UGBPA,femelle,3.277,1.676
4CM0H,POOR,4,JTKBW,male,3.749,1.639
4CM0H,POOR,8,WFAHC,male,4.538,1.678
4CM0H,POOR,8,TPUHD,femelle,3.243,1.705
4CM0H,GOOD,1,CMPWW,femelle,3.421,1.748
4CM0H,GOOD,1,UPCCC,male,4.584,1.873
4CM0H,GOOD,4,CTBXM,femelle,3.6,1.614
4CM0H,GOOD,4,ABCQT,male,6.553,1.878
4CM0H,GOOD,4,DHQNC,femelle,3.827,1.701
4CM0H,GOOD,4,FHYAY,femelle,3.827,1.877
4CM0H,GOOD,8,YRCHQ,male,4.171,1.873
4CM0H,GOOD,8,VFZTS,femelle,3.582,1.809
4CM0H,GOOD,8,VIDSV,femelle,3.38,1.892
4CM0H,GOOD,8,OMRFW,male,6.11,1.426
4CM0H,GOOD,8,ZEYAD,femelle,3.773,1.818
4CM0H,GOOD,8,LXHUI,femelle,3.801,1.888
4CM0H,GOOD,8,LRMES,male,5.863,1.735
4CM0H,GOOD,8,VXPRC,male,5.82,1.955
E92Z1,POOR,1,LPMAX,femelle,2.959,1.421
E92Z1,POOR,1,NKQJI,femelle,3.11,1.487
E92Z1,POOR,4,ZBNON,femelle,3.446,1.867
E92Z1,POOR,4,QBNMV,male,3.806,1.706
E92Z1,POOR,8,GEZSR,male,6.389,1.875
E92Z1,POOR,8,RYMSE,male,3.64,1.766
E92Z1,POOR,8,XDZHI,femelle,3.518,1.631
E92Z1,POOR,8,AVKGQ,femelle,3.496,1.409
E92Z1,POOR,8,JOGZX,male,3.885,1.549
E92Z1,POOR,8,OMOER,femelle,3.465,1.573
E92Z1,POOR,8,XEMJI,male,4.786,1.577
E92Z1,POOR,8,IWWFY,male,3.984,1.455
E92Z1,POOR,8,BKRCM,femelle,3.298,1.617
E92Z1,POOR,8,AIGEE,femelle,3.349,1.586
E92Z1,POOR,8,UFUCS,male,5.664,1.773
E92Z1,POOR,8,PCTAT,femelle,3.53,1.739
E92Z1,POOR,8,TXUTN,male,3.409,1.665
E92Z1,GOOD,1,RXCYD,male,6.783,1.833
E92Z1,GOOD,1,PNVNB,femelle,3.866,1.958
E92Z1,GOOD,1,KNXNS,male,3.855,1.609
E92Z1,GOOD,4,NORBN,male,3.971,1.732
E92Z1,GOOD,4,EVYXW,femelle,3.648,1.612
E92Z1,GOOD,4,GASBX,femelle,3.631,1.635
E92Z1,GOOD,4,HKZSA,femelle,3.03,1.465
E92Z1,GOOD,4,JNQEW,femelle,3.507,1.797
E92Z1,GOOD,8,ZZQZS,male,6.528,1.866
E92Z1,GOOD,8,XWAUL,male,5.92,1.828
E92Z1,GOOD,8,OOSJL,male,5.948,1.819
E92Z1,GOOD,8,VMUZY,femelle,3.681,1.706
E92Z1,GOOD,8,ZSYNR,femelle,3.292,1.899
E92Z1,GOOD,8,RYOSG,femelle,3.555,1.773
E92Z1,GOOD,8,SMRPC,male,5.978,1.573
E92Z1,GOOD,8,HVNKD,male,5.075,1.772
E92Z1,GOOD,8,MUVVP,male,7.51,1.562
E92Z1,GOOD,8,SPTQT,femelle,3.68,1.934
E92Z1,GOOD,8,UGELO,male,4.31,1.609
E92Z1,GOOD,8,KMCES,male,4.407,1.805
E92Z1,GOOD,8,DTRQM,male,6.626,1.765
E92Z1,GOOD,8,ORTXX,male,6.58,1.828
E92Z1,GOOD,8,XASJJ,male,5.903,1.866
E92Z1,GOOD,8,XIYLW,femelle,3.809,1.697
E92Z1,GOOD,8,XGAQZ,femelle,3.734,1.89
E92Z1,GOOD,8,ACTZI,male,6.455,1.797
E92Z1,GOOD,8,EPOWG,femelle,3.464,1.767
E92Z1,GOOD,8,PGKTL,femelle,3.687,1.72
E92Z1,GOOD,8,JDGKV,femelle,3.443,1.758
E92Z1,GOOD,8,CLEES,male,5.965,1.892
FLC2Y,POOR,1,,,,
FLC2Y,POOR,4,SHZVN,male,3.98,1.5
FLC2Y,POOR,4,BRWDR,male,4.13,1.424
FLC2Y,POOR,4,,,,
FLC2Y,GOOD,1,YOSSU,male,4.121,1.762
FLC2Y,GOOD,1,GGMCY,femelle,3.923,1.981
FLC2Y,GOOD,4,MKZAU,femelle,3.736,2.023
OF2LK,POOR,1,FNNOI,male,3.981,1.598
OF2LK,POOR,1,XHRXC,femelle,3.483,1.801
OF2LK,POOR,4,KTJUW,femelle,3.891,1.896
OF2LK,POOR,4,RRDXD,male,5.94,1.721
OF2LK,POOR,4,DYKJY,femelle,3.7,1.729
OF2LK,POOR,4,NHZBW,male,4.148,1.6
OF2LK,POOR,4,TZEDR,male,5.041,1.705
OF2LK,POOR,4,VUXQU,male,3.902,1.636
OF2LK,POOR,8,CTFFH,male,4.248,1.756
OF2LK,POOR,8,RQOWY,male,6.178,1.814
OF2LK,POOR,8,KQBJL,male,4.668,1.532
OF2LK,GOOD,1,HPKUQ,femelle,3.556,1.706
OF2LK,GOOD,1,HXNZH,male,6.161,1.903
OF2LK,GOOD,4,QTEJT,femelle,4.029,1.859
OF2LK,GOOD,4,UTNDS,femelle,3.821,1.984
OF2LK,GOOD,4,YHINT,male,5.425,1.998
OF2LK,GOOD,4,JUFAE,femelle,3.777,1.91
273G1,POOR,1,RHTJM,femelle,3.589,1.778
273G1,POOR,1,WTLMK,male,4.27,1.425
273G1,POOR,4,AIGUZ,femelle,3.656,1.703
273G1,POOR,4,MUDDB,femelle,3.434,1.496
273G1,POOR,4,NDJLL,femelle,3.381,1.508
273G1,POOR,4,BZZEJ,male,4.816,1.533
273G1,POOR,4,WMDJS,femelle,3.463,1.617
273G1,POOR,4,JICSO,femelle,3.671,1.449
273G1,POOR,4,NMZXQ,male,4.353,1.654
273G1,POOR,4,CQXOE,male,3.781,1.49
273G1,POOR,8,MHTCR,male,3.685,1.464
273G1,POOR,8,JOMWZ,femelle,3.083,1.514
273G1,POOR,8,AHHWF,femelle,3.569,1.54
