date_treatment,id_mere,diet,density,boite_petri,Id_adulte,date_adulte,sex,forceps_L,pronotum
29-01-2025,OG11H,POOR,8,194,JRUOF,21-04-2025,femelle,3.451,1.68
29-01-2025,OG11H,POOR,8,194,LFPXD,05-05-2025,male,3.263,1.328
29-01-2025,OG11H,GOOD,1,195,APRWM,26-03-2025,femelle,3.779,1.784
29-01-2025,OG11H,GOOD,1,196,RUUEH,24-03-2025,femelle,3.855,1.803
29-01-2025,OG11H,GOOD,4,197,JVSJF,25-03-2025,femelle,3.412,1.589
29-01-2025,OG11H,GOOD,4,197,TVWFS,31-03-2025,male,3.962,1.773
29-01-2025,OG11H,GOOD,4,197,NKCPA,31-03-2025,male,6.632,1.824
29-01-2025,OG11H,GOOD,4,197,ITVMH,31-03-2025,femelle,3.622,1.818
29-01-2025,OG11H,GOOD,4,198,TEIFR,31-03-2025,male,4.29,1.636
29-01-2025,OG11H,GOOD,8,199,PVPZD,24-03-2025,male,5.806,1.89
29-01-2025,OG11H,GOOD,8,199,KKGAX,24-03-2025,male,3.982,1.628
29-01-2025,OG11H,GOOD,8,199,UZTJU,25-03-2025,male,5.81,1.84
29-01-2025,OG11H,GOOD,8,199,EPFRZ,24-03-2025,femelle,3.674,1.604
29-01-2025,OG11H,GOOD,8,199,RWYLU,26-03-2025,femelle,3.633,1.821
29-01-2025,P357H,POOR,1,200,KXNNF,10-04-2025,femelle,3.527,1.761
29-01-2025,P357H,POOR,1,201,QAJAG,17-04-2025,male,4.726,1.777
29-01-2025,P357H,POOR,4,204,EQUWZ,10-04-2025,male,4.265,1.416
29-01-2025,P357H,POOR,4,204,UJYCB,16-04-2025,femelle,3.52,1.808
29-01-2025,P357H,POOR,4,205,GRCGW,14-04-2025,male,4.317,1.603
29-01-2025,P357H,POOR,4,205,OPNAG,21-04-2025,femelle,3.39,1.583
29-01-2025,P357H,POOR,4,206,UOWPB,21-04-2025,male,3.741,1.677
29-01-2025,P357H,POOR,4,206,IQWKW,30-04-2025,male,4.012,1.553
29-01-2025,P357H,POOR,8,207,GDGKT,07-04-2025,femelle,3.452,1.619
29-01-2025,P357H,POOR,8,207,SPFKD,14-04-2025,femelle,3.476,1.699
29-01-2025,P357H,POOR,8,207,WMOMA,21-04-2025,femelle,3.243,1.639
29-01-2025,P357H,POOR,8,208,GOCUX,16-04-2025,male,4.474,1.503
29-01-2025,P357H,POOR,8,208,FWXJM,28-04-2025,femelle,3.562,1.636
29-01-2025,P357H,GOOD,1,209,JHHSU,24-03-2025,femelle,3.919,1.89
29-01-2025,P357H,GOOD,1,210,,,,,
29-01-2025,P357H,GOOD,8,211,PBYWS,20-03-2025,male,6.538,1.77
29-01-2025,P357H,GOOD,8,211,YOUPC,24-03-2025,male,4.829,1.858
29-01-2025,P357H,GOOD,8,211,ZQKPW,24-03-2025,femelle,3.835,1.741
29-01-2025,P357H,GOOD,8,211,TIJIH,26-03-2025,femelle,3.605,1.783
29-01-2025,P357H,GOOD,4,212,UFCGD,24-03-2025,femelle,3.478,1.794
29-01-2025,P357H,GOOD,4,212,NZCSU,28-03-2025,male,4.458,1.703
29-01-2025,P357H,GOOD,4,212,HLNPM,31-03-2025,femelle,3.636,1.865
29-01-2025,P357H,GOOD,4,213,TUVKQ,28-03-2025,male,5.09,1.712
29-01-2025,P357H,GOOD,8,214,DWEMD,20-03-2025,femelle,3.597,1.655
29-01-2025,P357H,GOOD,8,214,MWTZA,21-03-2025,femelle,3.815,1.665
29-01-2025,P357H,GOOD,8,214,DOVSD,21-03-2025,femelle,3.913,1.701
29-01-2025,P357H,GOOD,8,214,UULBF,25-03-2025,male,5.43,1.925
29-01-2025,P357H,GOOD,8,215,RKVVH,20-03-2025,male,6.476,1.88
29-01-2025,P357H,GOOD,8,215,FHANZ,20-03-2025,femelle,3.717,1.766
29-01-2025,P357H,GOOD,8,215,PERSU,20-03-2025,male,6.408,1.794
29-01-2025,P357H,GOOD,8,215,XPOZQ,21-03-2025,male,4.182,1.829
29-01-2025,P357H,GOOD,8,215,DITED,21-03-2025,femelle,3.604,1.684
29-01-2025,P357H,GOOD,8,215,ZUCVH,24-03-2025,male,5.045,1.53
29-01-2025,P357H,GOOD,8,215,LKBBN,26-03-2025,femelle,3.251,1.626
29-01-2025,Q9B2J,POOR,1,216,PRGKI,10-04-2025,male,3.941,1.635
29-01-2025,Q9B2J,POOR,4,218,BHUTO,10-04-2025,femelle,3.359,1.627
29-01-2025,Q9B2J,POOR,4,219,RWWHR,15-04-2025,male,3.954,1.547
29-01-2025,Q9B2J,POOR,4,219,SINRL,15-04-2025,femelle,3.394,1.625
29-01-2025,Q9B2J,POOR,4,219,BKDAU,21-04-2025,male,3.92,1.503
29-01-2025,Q9B2J,POOR,4,219,TZCPH,21-04-2025,femelle,2.9,1.677
29-01-2025,Q9B2J,POOR,4,220,UBMNB,15-04-2025,male,3.824,1.706
29-01-2025,Q9B2J,POOR,8,221,BKTMM,04-04-2025,male,5.805,1.545
29-01-2025,Q9B2J,POOR,8,221,PRACW,04-04-2025,male,3.585,1.628
30-01-2025,Q9B2J,POOR,8,221,DSTSM,10-04-2025,male,3.644,1.452
30-01-2025,Q9B2J,POOR,8,221,AQTYS,14-04-2025,male,4.062,1.47
30-01-2025,Q9B2J,POOR,8,221,WDOHA,22-04-2025,male,3.51,1.35
29-01-2025,Q9B2J,POOR,8,222,PRZES,09-04-2025,male,4.054,1.434
29-01-2025,Q9B2J,POOR,8,222,UQHSK,09-04-2025,femelle,3.302,1.721
29-01-2025,Q9B2J,POOR,8,222,DYQQI,09-04-2025,femelle,3.435,1.664
29-01-2025,Q9B2J,POOR,8,222,GAYFQ,09-04-2025,femelle,3.273,1.616
29-01-2025,Q9B2J,POOR,8,222,ANMMV,21-04-2025,male,4.084,1.495
29-01-2025,Q9B2J,GOOD,1,223,XCICA,24-03-2025,femelle,3.83,1.796
29-01-2025,Q9B2J,GOOD,1,224,SQIPD,24-03-2025,male,4.072,1.618
29-01-2025,Q9B2J,GOOD,1,225,TIJVZ,25-03-2025,femelle,3.262,1.534
29-01-2025,Q9B2J,GOOD,4,226,HBOJY,27-03-2025,femelle,3.777,1.667
29-01-2025,Q9B2J,GOOD,4,226,MZCXJ,31-03-2025,male,4.231,1.609
29-01-2025,Q9B2J,GOOD,4,226,LZXCM,01-04-2025,male,3.799,1.625
29-01-2025,Q9B2J,GOOD,4,227,LJDKI,02-04-2025,male,5.541,1.689
29-01-2025,Q9B2J,GOOD,4,227,YYMIS,04-04-2025,male,5.991,1.628
29-01-2025,Q9B2J,GOOD,8,228,XJXLX,19-03-2025,femelle,3.503,1.837
29-01-2025,Q9B2J,GOOD,8,228,PPNOJ,20-03-2025,femelle,3.027,1.846
29-01-2025,Q9B2J,GOOD,8,228,IUAJO,21-03-2025,femelle,3.208,1.686
29-01-2025,Q9B2J,GOOD,8,228,TDDDN,24-03-2025,male,6.856,1.769
29-01-2025,Q9B2J,GOOD,8,228,FFPPH,24-03-2025,male,6.923,1.827
29-01-2025,Q9B2J,GOOD,8,228,PHKPQ,25-03-2025,male,5.856,1.742
29-01-2025,Q9B2J,GOOD,8,229,JDVXQ,24-03-2025,femelle,3.6,1.737
29-01-2025,Q9B2J,GOOD,8,229,VEMQT,24-03-2025,femelle,3.586,1.845
29-01-2025,Q9B2J,GOOD,8,229,SYFTZ,24-03-2025,male,6.523,1.933
29-01-2025,Q9B2J,GOOD,8,229,DNCMX,24-03-2025,male,5.021,1.842
29-01-2025,Q9B2J,GOOD,8,229,XKKLK,24-03-2025,male,4.33,1.699
29-01-2025,Q9B2J,GOOD,8,229,NREZM,24-03-2025,male,6.11,1.73
29-01-2025,Q9B2J,GOOD,8,229,KWZJB,24-03-2025,male,6.865,1.895
29-01-2025,Q9B2J,GOOD,8,229,XQSVI,24-03-2025,male,7.058,1.92
29-01-2025,6AXB1,POOR,4,233,VMZBT,09-04-2025,femelle,3.409,1.751
29-01-2025,6AXB1,POOR,4,234,EPWTT,14-04-2025,male,4.542,1.599
29-01-2025,6AXB1,POOR,4,234,EHHWH,15-04-2025,male,3.892,1.592
29-01-2025,6AXB1,POOR,4,234,MDYBK,17-04-2025,femelle,3.521,1.611
29-01-2025,6AXB1,POOR,4,234,LGISD,21-04-2025,femelle,3.265,1.636
29-01-2025,6AXB1,POOR,4,235,FIFYX,16-04-2025,male,4.113,1.562
29-01-2025,6AXB1,POOR,8,236,HXYLQ,07-04-2025,femelle,3.222,1.621
29-01-2025,6AXB1,POOR,8,236,YRIWI,10-04-2025,femelle,3.256,1.712
29-01-2025,6AXB1,GOOD,1,237,RWWTY,27-03-2025,femelle,3.916,2.165
29-01-2025,6AXB1,GOOD,1,238,ASNPF,25-03-2025,femelle,4.006,1.898
29-01-2025,6AXB1,GOOD,1,239,SZFBE,28-03-2025,male,5.623,1.913
29-01-2025,6AXB1,GOOD,4,240,IHQJN,21-03-2025,male,3.977,1.618
29-01-2025,6AXB1,GOOD,4,240,EYKMY,24-03-2025,male,4.639,1.59
29-01-2025,6AXB1,GOOD,4,240,IJDIW,24-03-2025,femelle,3.868,1.857
29-01-2025,6AXB1,GOOD,4,241,WAQHT,24-03-2025,male,6.201,1.996
29-01-2025,6AXB1,GOOD,4,241,HNEJF,24-03-2025,male,4.376,1.886
29-01-2025,6AXB1,GOOD,4,241,RMKAC,26-03-2025,femelle,3.922,1.836
29-01-2025,6AXB1,GOOD,4,242,AWHVJ,26-03-2025,femelle,3.666,1.636
29-01-2025,6AXB1,GOOD,8,243,HZAEQ,24-03-2025,male,5.135,1.808
29-01-2025,6AXB1,GOOD,8,243,RGWXF,24-03-2025,femelle,3.582,1.827
29-01-2025,6AXB1,GOOD,8,243,KJGKP,26-03-2025,male,5.837,1.607
29-01-2025,6AXB1,GOOD,8,243,QIUGD,26-03-2025,femelle,3.612,1.877
29-01-2025,6AXB1,GOOD,8,243,NFWXL,27-03-2025,femelle,3.996,1.833
29-01-2025,6AXB1,GOOD,8,243,JPDSI,31-03-2025,male,4.068,1.796
29-01-2025,6AXB1,GOOD,8,243,RZKOK,31-03-2025,male,5.354,1.868
29-01-2025,6AXB1,GOOD,8,244,DSKZJ,24-03-2025,male,6.183,1.683
29-01-2025,6AXB1,GOOD,8,244,TAGFE,26-03-2025,male,4.031,1.637
29-01-2025,6AXB1,GOOD,8,244,XPFRO,26-03-2025,femelle,3.752,1.907
29-01-2025,6AXB1,GOOD,8,244,EWVCO,27-03-2025,male,4.54,1.687
29-01-2025,6AXB1,GOOD,8,244,YPXTZ,27-03-2025,femelle,3.643,1.982
29-01-2025,6AXB1,GOOD,8,244,SCJVK,28-03-2025,male,4.272,1.869
29-01-2025,6AXB1,GOOD,8,244,IEUIU,31-03-2025,male,3.909,1.789
30-01-2025,GVR13,POOR,8,250,AZKPS,14-04-2025,male,4.273,1.767
30-01-2025,GVR13,GOOD,1,251,DNUDW,26-03-2025,femelle,3.672,1.762
30-01-2025,GVR13,GOOD,1,252,JFJZY,02-04-2025,femelle,3.468,1.935
30-01-2025,GVR13,GOOD,8,255,ELLQR,25-03-2025,male,5.357,1.673
30-01-2025,GVR13,GOOD,8,255,GWFYT,25-03-2025,femelle,3.574,1.845
30-01-2025,GVR13,GOOD,8,255,FTROC,25-03-2025,femelle,3.522,1.795
30-01-2025,GVR13,GOOD,8,255,MUUSJ,25-03-2025,femelle,3.504,1.659
30-01-2025,GVR13,GOOD,8,255,WTTRA,31-03-2025,male,6.12,1.73
30-01-2025,GVR13,GOOD,8,255,PHVUB,01-04-2025,male,4.552,1.769
30-01-2025,1CNIZ,POOR,4,256,,,,,
30-01-2025,1CNIZ,POOR,8,257,LVINW,07-04-2025,male,4.134,1.609
30-01-2025,1CNIZ,POOR,8,257,AGXDK,10-04-2025,femelle,3.363,1.64
30-01-2025,1CNIZ,POOR,8,257,YMYTC,10-04-2025,femelle,3.341,1.559
30-01-2025,1CNIZ,POOR,8,257,,,,,
30-01-2025,1CNIZ,GOOD,1,258,UYGR ,24-03-2025,male,5.338,1.829
30-01-2025,1CNIZ,GOOD,4,259,VKJAQ,24-03-2025,male,5.929,1.897
30-01-2025,1CNIZ,GOOD,4,259,MGUOY,24-03-2025,male,5.762,1.736
30-01-2025,1CNIZ,GOOD,4,259,OJPNR,24-03-2025,femelle,3.646,1.869
30-01-2025,1CNIZ,GOOD,4,259,TRZTL,24-03-2025,femelle,3.425,1.837
30-01-2025,1CNIZ,GOOD,8,260,XSPAB,18-03-2025,femelle,3.488,1.743
30-01-2025,1CNIZ,GOOD,8,260,SMQGJ,18-03-2025,femelle,3.362,1.848
30-01-2025,1CNIZ,GOOD,8,260,SQZEA,20-03-2025,male,4.602,1.73
30-01-2025,1CNIZ,GOOD,8,260,THXKO,20-03-2025,male,3.734,1.608
30-01-2025,1CNIZ,GOOD,8,260,QPCRD,19-03-2025,femelle,3.243,1.743
30-01-2025,1CNIZ,GOOD,8,260,DVWAE,21-03-2025,male,6.589,1.72
30-01-2025,1CNIZ,GOOD,8,260,CJTWN,24-03-2025,male,4.701,1.569
30-01-2025,1CNIZ,GOOD,8,260,XSLVO,25-03-2025,male,3.871,1.475
30-01-2025,GKEUJ,POOR,1,261,QRFFM,04-04-2025,femelle,3.423,1.615
30-01-2025,GKEUJ,POOR,1,262,EGJAA,14-04-2025,femelle,3.342,1.418
30-01-2025,GKEUJ,POOR,4,265,JCVOL,02-04-2025,femelle,3.213,1.655
30-01-2025,GKEUJ,POOR,4,265,OKLOW,07-04-2025,male,4.358,1.527
30-01-2025,GKEUJ,POOR,4,265,QRTMC,14-04-2025,male,3.568,1.583
30-01-2025,GKEUJ,POOR,4,266,SYTOH,04-04-2025,male,5.769,1.905
30-01-2025,GKEUJ,POOR,4,266,BCMRM,04-04-2025,femelle,3.352,1.711
30-01-2025,GKEUJ,POOR,4,266,NKFXY,08-04-2025,male,4.192,1.64
30-01-2025,GKEUJ,POOR,4,267,UPFXG,11-04-2025,male,3.847,1.524
30-01-2025,GKEUJ,POOR,4,267,OFTFR,11-04-2025,femelle,3.462,1.743
30-01-2025,GKEUJ,POOR,4,267,DZDKA,14-04-2025,male,4.147,1.639
30-01-2025,GKEUJ,POOR,4,267,LEMTN,21-04-2025,male,3.624,1.679
30-01-2025,GKEUJ,POOR,8,268,YCHZQ,04-04-2025,male,3.858,1.785
30-01-2025,GKEUJ,POOR,8,268,SOKZM,08-04-2025,male,3.906,1.628
30-01-2025,GKEUJ,POOR,8,268,MDCGN,08-04-2025,femelle,3.469,1.793
30-01-2025,GKEUJ,POOR,8,268,HKPPB,10-04-2025,femelle,3.276,1.554
30-01-2025,GKEUJ,POOR,8,268,AUSYA,14-04-2025,male,4.151,1.61
30-01-2025,GKEUJ,POOR,8,269,GCSGG,07-04-2025,femelle,3.521,1.663
30-01-2025,GKEUJ,POOR,8,269,NMLGL,07-04-2025,femelle,3.62,1.704
30-01-2025,GKEUJ,POOR,8,269,AIYGZ,10-04-2025,male,4.266,1.475
30-01-2025,GKEUJ,GOOD,1,270,YPOGD,26-03-2025,femelle,3.416,1.849
30-01-2025,GKEUJ,GOOD,1,271,KUYIG,28-03-2025,male,5.089,1.89
30-01-2025,GKEUJ,GOOD,1,272,ZBRAU,24-03-2025,male,4.479,1.888
30-01-2025,GKEUJ,GOOD,4,274,CIKPO,24-03-2025,femelle,3.422,1.627
30-01-2025,GKEUJ,GOOD,4,274,ZKTCT,27-03-2025,male,6.046,1.784
30-01-2025,GKEUJ,GOOD,4,275,ZLCGA,25-03-2025,male,3.982,1.801
30-01-2025,GKEUJ,GOOD,4,275,ROKKQ,24-03-2025,femelle,3.613,1.869
30-01-2025,GKEUJ,GOOD,4,275,VHRXY,24-03-2025,femelle,3.581,1.845
30-01-2025,GKEUJ,GOOD,4,276,EAYSR,27-03-2025,male,4.766,1.896
30-01-2025,GKEUJ,GOOD,8,277,TADRV,21-03-2025,male,6.616,1.967
30-01-2025,GKEUJ,GOOD,8,277,CUJOL,24-03-2025,male,4.202,1.546
30-01-2025,GKEUJ,GOOD,8,277,ROCXV,24-03-2025,male,4.108,1.832
30-01-2025,GKEUJ,GOOD,8,277,GNRRH,24-03-2025,male,6.157,1.907
30-01-2025,GKEUJ,GOOD,8,277,DCCWW,24-03-2025,femelle,3.651,1.774
30-01-2025,GKEUJ,GOOD,8,277,JAEQB,24-03-2025,femelle,3.551,1.843
30-01-2025,GKEUJ,GOOD,8,277,ZXLIB,25-03-2025,femelle,3.457,1.876
30-01-2025,GKEUJ,GOOD,8,277,DHWPE,25-03-2025,male,4.253,1.72
30-01-2025,GKEUJ,GOOD,8,278,FIRHE,21-03-2025,male,5.828,1.913
30-01-2025,GKEUJ,GOOD,8,278,MIKSP,21-03-2025,femelle,3.679,1.801
30-01-2025,GKEUJ,GOOD,8,278,EZQSX,24-03-2025,male,5.746,1.814
30-01-2025,GKEUJ,GOOD,8,278,CKNTQ,24-03-2025,male,3.804,1.666
30-01-2025,GKEUJ,GOOD,8,278,XPSSW,24-03-2025,male,5.293,2
30-01-2025,GKEUJ,GOOD,8,278,IYHVL,24-03-2025,male,5.896,1.816
30-01-2025,GKEUJ,GOOD,8,278,SLTMA,24-03-2025,male,4.526,1.942
30-01-2025,GKEUJ,GOOD,8,278,HQEON,24-03-2025,femelle,3.62,1.783
30-01-2025,5X9MO,POOR,1,279,,,,,
30-01-2025,5X9MO,POOR,4,282,FSUNU,07-04-2025,male,4.444,1.581
30-01-2025,5X9MO,POOR,4,282,NTTUG,07-04-2025,femelle,3.354,1.555
30-01-2025,5X9MO,POOR,4,282,WUKHU,07-04-2025,femelle,3.372,1.621
30-01-2025,5X9MO,POOR,4,282,HJQCL,14-04-2025,femelle,3.228,1.548
30-01-2025,5X9MO,GOOD,1,284,IALXP,19-03-2025,femelle,3.392,1.731
30-01-2025,5X9MO,GOOD,1,285,YTOKW,25-03-2025,femelle,3.445,1.782
30-01-2025,5X9MO,GOOD,1,286,LAAFH,31-03-2025,male,3.65,1.648
30-01-2025,5X9MO,GOOD,4,287,LGGAQ,24-03-2025,male,4.8,1.715
30-01-2025,5X9MO,GOOD,4,287,ZFUHA,26-03-2025,femelle,3.616,1.743
30-01-2025,5X9MO,GOOD,4,287,ETWAY,28-03-2025,male,6.325,1.687
30-01-2025,ASGL6,POOR,1,288,,,,,
30-01-2025,ASGL6,POOR,1,289,,,,,
30-01-2025,ASGL6,POOR,1,290,,,,,
30-01-2025,ASGL6,POOR,4,291,PHTJK,07-04-2025,femelle,3.553,1.675
30-01-2025,ASGL6,POOR,4,292,COOGG,16-04-2025,male,3.958,1.386
30-01-2025,ASGL6,POOR,4,292,XIGSI,21-04-2025,male,3.456,1.462
30-01-2025,ASGL6,POOR,8,293,CXOMJ,07-04-2025,femelle,3.543,1.709
30-01-2025,ASGL6,POOR,8,293,ERQZL,14-04-2025,male,3.663,1.48
30-01-2025,ASGL6,POOR,8,293,GSADM,14-04-2025,femelle,3.08,1.464
30-01-2025,ASGL6,POOR,8,293,OBHSY,21-04-2025,male,3.831,1.44
30-01-2025,ASGL6,POOR,8,293,ZRFMW,21-04-2025,male,3.844,1.535
30-01-2025,ASGL6,POOR,8,294,FCVPX,18-04-2025,male,3.89,1.677
30-01-2025,ASGL6,POOR,8,295,ZMFMC,22-04-2025,femelle,2.995,1.5
30-01-2025,ASGL6,GOOD,1,296,ZYHEA,21-03-2025,femelle,3.048,1.924
30-01-2025,ASGL6,GOOD,1,297,SXWPB,24-03-2025,male,5.93,1.956
30-01-2025,ASGL6,GOOD,1,298,PUKPA,24-03-2025,male,4.827,1.799
30-01-2025,ASGL6,GOOD,4,299,DQXKA,27-03-2025,femelle,3.903,1.918
30-01-2025,ASGL6,GOOD,4,299,QNXSO,28-03-2025,male,5.955,1.733
30-01-2025,ASGL6,GOOD,4,299,UBDIW,31-03-2025,male,3.764,1.769
30-01-2025,ASGL6,GOOD,4,299,HQIWY,31-03-2025,male,4.571,1.666
30-01-2025,ASGL6,GOOD,4,300,JQDJB,31-03-2025,femelle,3.676,1.892
30-01-2025,ASGL6,GOOD,4,300,YXNMC,31-03-2025,male,3.544,1.783
30-01-2025,ASGL6,GOOD,8,301,ZHZKC,19-03-2025,male,5.511,1.895
30-01-2025,ASGL6,GOOD,8,301,AUHIO,21-03-2025,femelle,3.693,1.525
30-01-2025,ASGL6,GOOD,8,301,MHHDS,24-03-2025,femelle,3.675,1.748
30-01-2025,ASGL6,GOOD,8,301,BWWLE,24-03-2025,male,5.392,1.654
30-01-2025,ASGL6,GOOD,8,301,GCPPJ,31-03-2025,male,4.113,1.623
30-01-2025,OHOOD,POOR,1,302,RGGUJ,31-03-2025,femelle,3.455,1.923
30-01-2025,OHOOD,POOR,4,305,XQMCT,03-04-2025,male,5.165,1.839
30-01-2025,OHOOD,POOR,4,305,BPSDY,14-04-2025,femelle,3.286,1.646
30-01-2025,OHOOD,POOR,4,306,XJQZJ,14-04-2025,femelle,3.041,1.677
30-01-2025,OHOOD,POOR,8,307,ABWRR,01-04-2025,femelle,3.554,1.67
30-01-2025,OHOOD,POOR,8,308,ADEJB,07-04-2025,male,3.636,1.529
30-01-2025,OHOOD,POOR,8,308,LWEBW,07-04-2025,male,3.185,1.402
30-01-2025,OHOOD,POOR,8,308,QVSGF,14-04-2025,femelle,3.114,1.722
30-01-2025,OHOOD,GOOD,1,309,FQCCI,26-03-2025,femelle,3.675,1.997
30-01-2025,OHOOD,GOOD,1,310,ADESW,24-03-2025,male,5.435,1.756
30-01-2025,OHOOD,GOOD,4,312,VEMGC,20-03-2025,male,5.591,1.712
30-01-2025,OHOOD,GOOD,4,312,WOQNO,20-03-2025,male,3.884,1.726
30-01-2025,OHOOD,GOOD,4,312,QIZDO,20-03-2025,femelle,3.49,1.918
30-01-2025,OHOOD,GOOD,4,312,ACXGJ,20-03-2025,femelle,3.59,1.877
30-01-2025,OHOOD,GOOD,4,313,,,,,
30-01-2025,OHOOD,GOOD,8,314,IGRJU,20-03-2025,femelle,3.37,1.768
30-01-2025,OHOOD,GOOD,8,314,QSDIJ,21-03-2025,femelle,3.284,1.779
30-01-2025,OHOOD,GOOD,8,314,NACRD,21-03-2025,male,6.037,1.694
30-01-2025,OHOOD,GOOD,8,314,SQPKP,24-03-2025,femelle,3.826,2.004
30-01-2025,OHOOD,GOOD,8,314,QMBKS,24-03-2025,femelle,3.503,2.01
30-01-2025,OHOOD,GOOD,8,314,QGEFW,25-03-2025,male,5.601,1.791
30-01-2025,OHOOD,GOOD,8,314,LDXGT,26-03-2025,male,4.858,1.702
30-01-2025,OHOOD,GOOD,8,314,VAYTW,26-03-2025,male,3.989,1.776
30-01-2025,OHOOD,GOOD,8,315,KOUMZ,24-03-2025,femelle,3.662,1.759
30-01-2025,OHOOD,GOOD,8,315,VRKVN,24-03-2025,femelle,3.441,1.872
31-01-2025,8VGPV,POOR,1,316,SIUCC,04-04-2025,femelle,3.374,1.705
31-01-2025,8VGPV,POOR,4,320,EKZFT,14-04-2025,femelle,3.356,1.754
31-01-2025,8VGPV,POOR,8,322,TXFOR,04-04-2025,male,4.275,1.617
31-01-2025,8VGPV,POOR,8,322,KNFRW,04-04-2025,femelle,3.284,1.688
31-01-2025,8VGPV,POOR,8,322,AYKMP,04-04-2025,femelle,3.654,1.673
31-01-2025,8VGPV,POOR,8,322,WAHJY,08-04-2025,male,3.692,1.515
31-01-2025,8VGPV,POOR,8,322,UIBHQ,08-04-2025,femelle,3.336,1.659
31-01-2025,8VGPV,POOR,8,322,FHBJA,14-04-2025,male,3.564,1.463
31-01-2025,8VGPV,GOOD,4,330,DCVSA,25-03-2025,femelle,3.448,1.636
31-01-2025,8VGPV,GOOD,4,330,DWSHH,31-03-2025,femelle,3.745,1.809
31-01-2025,8VGPV,GOOD,4,330,KMBME,31-03-2025,male,5.636,1.843
31-01-2025,8VGPV,GOOD,8,332,DUEKH,20-03-2025,male,5.582,1.632
31-01-2025,8VGPV,GOOD,8,332,KSQHA,21-03-2025,male,5.345,1.879
31-01-2025,8VGPV,GOOD,8,332,OQPCC,24-03-2025,male,5.516,1.735
31-01-2025,8VGPV,GOOD,8,332,UBEDL,24-03-2025,femelle,3.415,1.712
31-01-2025,8VGPV,GOOD,8,332,LPEIF,24-03-2025,femelle,3.954,1.66
31-01-2025,8VGPV,GOOD,8,332,XTNLS,24-03-2025,femelle,3.74,1.764
31-01-2025,8VGPV,GOOD,8,333,KAEDA,27-03-2025,male,6.417,1.762
31-01-2025,8VGPV,GOOD,8,334,JFZXR,28-03-2025,femelle,3.721,1.83
31-01-2025,8VGPV,GOOD,8,334,WXJCT,31-03-2025,male,5.076,1.903
31-01-2025,3GJLD,POOR,1,335,KQKMV,22-04-2025,femelle,3.542,1.682
31-01-2025,3GJLD,POOR,1,336,,,,,
31-01-2025,3GJLD,POOR,1,337,,,,,
31-01-2025,3GJLD,POOR,4,340,BQGEM,07-04-2025,femelle,3.108,1.396
31-01-2025,3GJLD,POOR,4,340,EWXMJ,10-04-2025,femelle,3.233,1.511
31-01-2025,3GJLD,POOR,4,340,PKLXJ,21-04-2025,male,3.645,1.586
31-01-2025,3GJLD,POOR,8,343,QZQMV,07-04-2025,male,3.841,1.594
31-01-2025,3GJLD,GOOD,1,345,QRNSW,26-03-2025,male,4.235,1.838
31-01-2025,3GJLD,GOOD,4,349,ZRPMO,24-03-2025,male,5.919,1.62
31-01-2025,3GJLD,GOOD,4,349,PKYLU,24-03-2025,male,6.425,1.769
31-01-2025,3GJLD,GOOD,4,349,FADOP,24-03-2025,femelle,3.635,1.774
31-01-2025,3GJLD,GOOD,4,349,KVRCZ,24-03-2025,femelle,3.546,1.65
31-01-2025,3GJLD,GOOD,4,350,PTKXQ,31-03-2025,femelle,3.328,1.731
31-01-2025,3GJLD,GOOD,4,350,YXNZZ,31-03-2025,femelle,3.181,1.758
31-01-2025,3GJLD,GOOD,4,350,GNAGT,02-04-2025,femelle,3.508,1.553
31-01-2025,3GJLD,GOOD,8,352,JPNDT,26-03-2025,femelle,4.093,1.943
31-01-2025,3GJLD,GOOD,8,352,WSFRD,28-03-2025,male,4.001,1.788
31-01-2025,3GJLD,GOOD,8,352,ZLOIG,31-03-2025,male,3.823,1.742
31-01-2025,3GJLD,GOOD,8,352,BLHYG,31-03-2025,male,6.468,1.729
31-01-2025,3GJLD,GOOD,8,352,UNOCR,31-03-2025,male,3.863,1.82
31-01-2025,3GJLD,GOOD,8,352,TPWKF,01-04-2025,male,5.624,1.775
31-01-2025,3GJLD,GOOD,8,353,TGOAK,28-03-2025,femelle,3.465,1.85
31-01-2025,OTXDI,POOR,1,354,CWDSS,07-04-2025,male,5.521,1.592
31-01-2025,OTXDI,POOR,4,357,LNASJ,11-04-2025,male,3.952,1.566
31-01-2025,OTXDI,POOR,4,357,NZRJF,11-04-2025,male,3.918,1.488
31-01-2025,OTXDI,POOR,8,358,,,,,
31-01-2025,OTXDI,GOOD,1,359,VIXHK,31-03-2025,femelle,3.712,1.944
31-01-2025,OTXDI,GOOD,4,362,LSAIM,26-03-2025,male,4.123,1.731
31-01-2025,OTXDI,GOOD,4,362,ANESO,31-03-2025,femelle,3.943,1.682
31-01-2025,OTXDI,GOOD,8,363,MCOQO,01-04-2025,male,6.989,1.85
31-01-2025,PVXYT,POOR,1,364,,,,,
31-01-2025,PVXYT,POOR,4,368,ZHMFR,07-04-2025,femelle,3.72,1.713
31-01-2025,PVXYT,POOR,4,368,GVLXR,10-04-2025,male,4.319,1.572
31-01-2025,PVXYT,POOR,4,369,HNFET,08-04-2025,male,3.931,1.303
31-01-2025,PVXYT,POOR,4,369,BGWMM,08-04-2025,male,5.285,1.487
31-01-2025,PVXYT,POOR,8,370,MBXJI,07-04-2025,male,6.488,1.882
